"Kods","Nosaukums","Apraksts","Vecāks"
"4415","Arhivēšanas un kopēšanas darbu darbinieki","PROFESIJU ATSEVIŠĶĀ GRUPA""4415 Arhivēšanas un kopēšanas darbu darbinieki""Atsevišķās grupas ""4415 Arhivēšanas un kopēšanas darbu darbinieki"" profesijās nodarbinātie arhivē korespondenci, kartes, rēķinus, kvītis un citu informāciju uzskaites alfabēta vai numerācijas kārtībā vai izmanto reģistrācijas sistēmu, sniedz pieprasītos dokumentus, fotokopijas un citus materiālus, veic pienākumus, kas saistīti ar procesiem un darbībām dokumentu tehniskai un intelektuālai saglabāšanai, tai skaitā ar preventīvo aizsardzību un pārnesi uz jaunu informācijas nesēju.Atsevišķās grupas ""4415 Arhivēšanas un kopēšanas darbu darbinieki"" profesijas un atbilstoši pamatuzdevumi:– šķirot vai klasificēt materiālus saskaņā ar noteiktiem kritērijiem vai hronoloģiskā, alfabētiskā vai skaitliskā secībā; uzglabāt materiālus speciālos skapjos, uzglabāšanas kastēs; kopēt, digitalizēt dokumentus; plānot un koordinēt dokumentu pavairošanas iekārtu tehnisko apkopi, remontu un rezerves daļu iegādi; patstāvīgi novērst vienkāršus kopēšanas tehnikas bojājumus; izvietot dokumentus arhīva glabātavā un veikt dokumentu pārvietošanu, veikt dokumentu profilaktisko apstrādi; sakārtot dokumentus pastāvīgai glabāšanai atbilstoši informācijas nesējam, uzturēt optimālus dokumentu glabāšanas apstākļus, nodrošināt dokumentu preventīvo aizsardzību; veikt dokumentu izsniegšanu no arhīva glabātavas, veikt dokumentu esības un fiziskā stāvokļa pārbaudes; sagatavot dokumentus konservācijai, restaurācijai, mikrofilmēšanai un digitalizācijai, apzināt un atlasīt sevišķi vērtīgos un unikālos dokumentus; veikt transportlīdzekļu un mazizmēra kuģošanas līdzekļu reģistrācijas dokumentu apstrādi, izdrukāt reģistrācijas dokumentus, sagatavot tehniskās apskates uzlīmes, sagatavot pārskatus par anulētajām, bojātajām un lietošanai nederīgajām reģistrācijas dokumentu veidlapām un numuru zīmēm, laminēt reģistrācijas dokumentus; izsniegt klientiem reģistrācijas dokumentus un numuru zīmes; vākt, uzskaitīt un uzglabāt nodotās numuru zīmes, kas paredzētas iznīcināšanai.","441"
"4415 01","ARHIVĀRS","","4415"
"4415 02","KOPĒTĀJS","","4415"
"4415 03","Jaunākais fondu GLABĀTĀJS (arhīvu jomā)","","4415"
"4415 04","Dokumentu DIGITALIZĒTĀJS","","4415"
"4415 05","Transportlīdzekļu REĢISTRATORA PALĪGS","","4415"
"4415 07","Kopēšanas mašīnu OPERATORS","","4415"
"4416","Personāla uzskaites darbinieki"," PROFESIJU ATSEVIŠĶĀ GRUPA""4416 Personāla uzskaites darbinieki""Atsevišķās grupas ""4416 Personāla uzskaites darbinieki"" profesijā nodarbinātie uztur un atjauno personāla dokumentus, informāciju par pārcelšanu un paaugstināšanu, darbinieku atvaļinājumu, uzkrāto darba samaksu, apmācību un citu informāciju.Atsevišķās grupas ""4416 Personāla uzskaites darbinieki"" profesija un atbilstoši pamatuzdevumi:– atjaunot informāciju par darbinieku nodarbinātības vēsturi, algu, kvalifikāciju un apmācību, atvaļinājumu; uzskaitīt darbiniekus; izsūtīt darba pieteikumus; apstrādāt darba pieteikumus un sniegt atbildi par konkursa rezultātiem; uzturēt un atjaunot reģistrācijas sistēmas; sagatavot ziņojumus un dokumentus par personāla darbību; informēt potenciālos darbiniekus par darba iespējām uzņēmumā; sagatavot un uzturēt personāla uzskaites dokumentāciju.","441"
"4416 01","Personāla uzskaites DARBINIEKS","","4416"
"4419","Citur neklasificēti kalpotāji"," PROFESIJU ATSEVIŠĶĀ GRUPA""4419 Citur neklasificēti kalpotāji""Atsevišķās grupas ""4419 Citur neklasificēti kalpotāji"" profesijās nodarbinātie ir kancelejas darbinieki, kas citur nav klasificēti.Atsevišķās grupas ""4419 Citur neklasificēti kalpotāji"" profesijas un atbilstoši pamatuzdevumi:– uzskaitīt uzņēmumā strādājošos, reģistrēt no darba atbrīvotos strādājošos; sagatavot organizācijai nepieciešamo adrešu un tālruņa numuru sarakstus un reģistrēt izmaiņas tajos; uzskaitīt nodarbināto nostrādāto darba laiku; aizpildīt darba laika uzskaites tabeles; rakstīt un nosūtīt vēstules, aizpildīt dokumentu veidlapas.","441"
"4419 01","TABEĻVEDIS","","4419"
"4419 02","UZSKAITVEDIS","","4419"
"5","Pakalpojumu un tirdzniecības darbinieki"," PROFESIJU PIEKTĀ PAMATGRUPA""5 Pakalpojumu un tirdzniecības darbinieki""Piektās pamatgrupas ""5 Pakalpojumu un tirdzniecības darbinieki"" profesijās nodarbinātie sniedz pakalpojumus ceļojumos un mājsaimniecībā, aprūpē bērnus, slimniekus, invalīdus un vecus cilvēkus, strādā sabiedriskajā ēdināšanā, dzēš ugunsgrēkus, sargā sabiedrisko kārtību, mantu un cilvēkus, pārdod un demonstrē preces, strādā par modeļiem. Pakalpojumu un tirdzniecības darbinieki strādā vadītāju vai vecāko speciālistu vadībā, atsevišķos gadījumos viņi var būt vadītāji.Piektās pamatgrupas ""5 Pakalpojumu un tirdzniecības darbinieki"" profesijas klasificētas šādās grupās:apakšgrupa ""51 Individuālo pakalpojumu jomas darbinieki"";mazā grupa ""511 Ceļojumu pavadoņi, konduktori un gidi"";mazā grupa ""512 Pavāri"";mazā grupa ""513 Viesmīļi un bārmeņi"";mazā grupa ""514 Frizieri, skaistumkopšanas darbinieki un tiem radniecīgu profesiju darbinieki"";mazā grupa ""515 Namu pārziņi un saimniecības vadītāji"";mazā grupa ""516 Citi individuālo pakalpojumu jomas darbinieki"";apakšgrupa ""52 Tirdzniecības darbinieki"";mazā grupa ""521 Ielu un tirgus pārdevēji"";mazā grupa ""522 Veikalu pārdevēji"";mazā grupa ""523 Kasieri un biļešu pārdevēji"";mazā grupa ""524 Citi tirdzniecības darbinieki"";apakšgrupa ""53 Individuālās aprūpes darbinieki"";mazā grupa ""531 Bērnu pieskatītāji un skolotāju palīgi"";mazā grupa ""532 Individuālās aprūpes darbinieki"";apakšgrupa ""54 Apsardzes pakalpojumu jomas darbinieki""; mazā grupa ""541 Apsardzes pakalpojumu jomas darbinieki"".",""
"51","Individuālo pakalpojumu jomas darbinieki","Piektās pamatgrupas apakšgrupas ""51 Individuālo pakalpojumu jomas darbinieki"" profesijas klasificētas šādās mazajās grupās:mazā grupa ""511 Ceļojumu pavadoņi, konduktori un gidi"";mazā grupa ""512 Pavāri"";mazā grupa ""513 Viesmīļi un bārmeņi"";mazā grupa ""514 Frizieri, skaistumkopšanas darbinieki un tiem radniecīgu profesiju darbinieki"";mazā grupa ""515 Namu pārziņi un saimniecības vadītāji"";mazā grupa ""516 Citi individuālo pakalpojumu jomas darbinieki"".","5"
"511","Ceļojumu pavadoņi, konduktori un gidi"," PROFESIJU MAZĀ GRUPA""511 Ceļojumu pavadoņi, konduktori un gidi""Mazās grupas ""511 Ceļojumu pavadoņi, konduktori un gidi"" profesijās nodarbinātie sniedz dažādus individuālus pakalpojumus ceļojumos ar gaisa kuģi, vilcienu, kuģi, autobusu un citiem transportlīdzekļiem, pavada tūristu grupas vai atsevišķus tūristus tūrisma ceļojumos, ievērojamo vietu apskatē un ekskursijās.Mazās grupas ""511 Ceļojumu pavadoņi, konduktori un gidi"" profesijas klasificētas šādās atsevišķajās grupās:atsevišķā grupa ""5111 Ceļojumu pavadoņi un stjuarti"";atsevišķā grupa ""5112 Transporta konduktori"";atsevišķā grupa ""5113 Ceļojumu gidi"".Mazās grupas ""511 Ceļojumu pavadoņi, konduktori un gidi"" un minēto atsevišķo grupu profesijām atbilstošās kvalifikācijas pamatprasības:zina: profesionālās darbības metodes un paņēmienus, darbā izmantojamo tehnisko līdzekļu darbības principus un lietošanas noteikumus, savstarpēji saistīto darba procesu izpildes secību, to racionālu organizāciju, darba režīmus, nozares terminoloģiju, ar nozari saistītos tiesību aktus un standartus, darba un vides aizsardzības normatīvo aktu prasības, darba tiesisko attiecību normas, profesionālās ētikas pamatprincipus un uzvedības normas;prot: lietot praksē teorētiskās zināšanas un tās nepārtraukti papildināt, izmantot informācijas tehnoloģijas, pašizglītoties, pilnveidot profesionālās prasmes un iemaņas;atbild: par savas profesionālās darbības rezultātiem, par veikto pamatuzdevumu izpildes norisi un radītajām sekām, par paša pieņemtajiem lēmumiem, par uzticētajiem darba līdzekļiem un priekšmetiem, par citu savā darbībā skarto personu drošību, par darba aizsardzības instrukciju un darba disciplīnas ievērošanu;izglītība: pamata vai vidējās pakāpes profesionālā izglītība.","51"
"5111","Ceļojumu pavadoņi un stjuarti"," PROFESIJU ATSEVIŠĶĀ GRUPA""5111 Ceļojumu pavadoņi un stjuarti""Atsevišķās grupas ""5111 Ceļojumu pavadoņi un stjuarti"" profesijās nodarbinātie sniedz individuālos pakalpojumus ceļojumos, nodrošina ceļotāju komfortu un drošību, apkalpo tūristus transportlīdzekļos, nodrošina tajos kārtību.Atsevišķās grupas ""5111 Ceļojumu pavadoņi un stjuarti"" profesijas un atbilstoši pamatuzdevumi:– sniegt pakalpojumus gaisa kuģos un citos transportlīdzekļos, skaidrot uzvedības noteikumus tajos; piedāvāt ceļotājiem avīzes, žurnālus u. tml.; sniegt nepieciešamo un interesējošo informāciju; pasniegt iepriekš sagatavotus ēdienus un dzērienus salonā, kajītēs, kupejās un citur; pārdot dažādas preces; sniegt pirmo medicīnisko palīdzību ceļotājiem; apkalpot ceļotājus lidostās, stacijās un citur; apkalpot ceļotājus vilcienos, nodrošinot viņu drošību, komfortu; sniegt pakalpojumus guļamvagonos; apkalpot ceļotājus uz kuģiem, nodrošinot komfortu un drošību.","511"
"5111 01","Lidostas pasažieru apkalpošanas AĢENTS","","5111"
"5111 02","Ielidošanas servisa  AĢENTS","","5111"
"5111 03","Vilciena PAVADONIS","","5111"
"5111 04","Kuģa vecākais STJUARTS","","5111"
"5111 05","Kuģa STJUARTS","","5111"
"5111 06","Gaisa kuģa STJUARTS","","5111"
"5111 07","Vagonu PAVADONIS","","5111"
"5111 08","Dienesta vagona PAVADONIS","","5111"
"5112","Transporta konduktori"," PROFESIJU ATSEVIŠĶĀ GRUPA""5112 Transporta konduktori""Atsevišķās grupas ""5112 Transporta konduktori"" profesijās nodarbinātie pārdod un pārbauda biļetes, kā arī nodrošina ceļotāju komfortu un drošību vilcienos, autobusos un citos transportlīdzekļos.Atsevišķās grupas ""5112 Transporta konduktori"" profesijas un atbilstoši pamatuzdevumi:– pārdot biļetes vai pārbaudīt agrāk nopirktās biļetes; informēt ceļotājus par pieturām un pārsēšanos; veikt nepieciešamos pasākumus nelaimes gadījumā.","511"
"5112 01","Autobusa KONDUKTORS","","5112"
"5112 03","Tramvaja KONDUKTORS","","5112"
"5112 04","Trošu vagona KONDUKTORS","","5112"
"5112 05","Pasažieru vilciena KONDUKTORS (kontrolieris)","","5112"
"5112 06","Trolejbusa KONDUKTORS","","5112"
"5113","Ceļojumu gidi","PROFESIJU ATSEVIŠĶĀ GRUPA""5113 Ceļojumu gidi""Atsevišķās grupas ""5113 Ceļojumu gidi"" profesijās nodarbinātie vada ekskursijas, pavada atsevišķas personas vai grupas, apskatot vietējas nozīmes ievērojamās vietas – muzejus, arhitektūras pieminekļus, dabas mantojumu, un sniedz interesējošo informāciju.Atsevišķās grupas ""5113 Ceļojumu gidi"" profesijas un atbilstoši pamatuzdevumi:– sagatavot ekskursiju tekstus; vadīt ekskursijas, nodrošināt ārzemju tūristu sakaru iespējas; pavadīt tūristus, nodrošinot viņu komfortu un drošību, kā arī apskatot vietējas nozīmes ievērojamās vietas; sniegt informāciju par tūrisma objektiem, atbildēt uz tūristu jautājumiem; organizēt izklaidēšanas pasākumus; pavadīt tūristu grupas vai individuālos tūristus ceļojumu laikā; plānot un organizēt savus ceļojumam nepieciešamos darbus.","511"
"5113 01","Tūristu grupas VADĪTĀJS","","5113"
"5113 02","Ekskursiju GIDS","","5113"
"5113 03","Tūrisma GIDS","","5113"
"5113 04","Kultūras tūrisma GIDS","","5113"
"5113 05","Tūristu GIDS","","5113"
"512","Pavāri"," PROFESIJU MAZĀ GRUPA""512 Pavāri""un PROFESIJU ATSEVIŠĶĀ GRUPA""5120 Pavāri""Mazās grupas ""512 Pavāri"" un atsevišķās grupas ""5120 Pavāri"" profesijās nodarbinātie plāno un organizē virtuves darbu, gatavo ēdienus un dzērienus viesnīcās, restorānos un citās iestādēs, komercsabiedrībās, ārstniecības iestādēs, ražojot sviestmaizes un citus ātri pagatavojamus vai uzreiz lietojamus produktus pārtikas rūpniecībā un pārtikas tirdzniecības uzņēmumu kulinārijas nodaļās, kā arī privātās mājās, kuģos, vilcienos un citur.Mazās grupas ""512 Pavāri"" un atsevišķās grupas ""5120 Pavāri"" profesijām atbilstošās kvalifikācijas pamatprasības:zina: uzdotā darba izpildes teorētiskos un praktiskos pamatus, profesionālās darbības metodes un paņēmienus, darbā izmantojamo tehnisko līdzekļu darbības principus un lietošanas noteikumus, savstarpēji saistīto darba procesu izpildes secību, to racionālu organizāciju, darba režīmus, pārtikas produktu un citu preču cenas un glabāšanas termiņus, nozares terminoloģiju, ar nozari saistītos tiesību aktus un standartus, higiēnas, darba un vides aizsardzības normatīvo aktu prasības, darba tiesisko attiecību normas, profesionālās ētikas pamatprincipus un uzvedības normas;prot: lietot praksē teorētiskās zināšanas un tās nepārtraukti papildināt, izmantot informācijas tehnoloģijas, pašizglītoties, pilnveidot profesionālās prasmes un iemaņas;atbild: par savas profesionālās darbības rezultātiem, par veikto pamatuzdevumu izpildes norisi un radītajām sekām, par paša pieņemtajiem lēmumiem, par uzticētajiem darba līdzekļiem un priekšmetiem, par citu savā darbībā skarto personu drošību, par darba aizsardzības instrukciju un darba disciplīnas ievērošanu;izglītība: pamata vai vidējās pakāpes profesionālā izglītība.Atsevišķās grupas ""5120 Pavāri"" profesijas un atbilstoši pamatuzdevumi:– vadīt ēdināšanas uzņēmuma ražošanas un apkalpošanas procesus; novērtēt pārtikas produktu kvalitāti un veikt to pirmapstrādi; gatavot un noformēt ēdienus, tai skaitā ievērot ēdienu porciju lieluma, noformēšanas un pasniegšanas noteikumus; zināt ārzemju virtuves raksturīgākās īpatnības, dažādu diētu raksturojumu un šo diētu produktus; plānot un koordinēt virtuves darbu vai veikt šos uzdevumus citu speciālistu uzraudzībā; sastādīt ēdienkarti, vīnu un dzērienu kartes; pārzināt bāra un restorāna tehnoloģiskās iekārtas; gatavot un pasniegt vienkāršus ēdienus un dzērienus; plānot un organizēt viesu apkalpošanu banketos; sazināties ar klientiem, pieņemt pasūtījumus un organizēt pasūtījumu izpildi; uz kuģiem vadīt ēdināšanas un apkalpošanas procesus, kontaktēties ar kuģa komandu.","51"
"5120","Pavāri","Šīs atsevišķās grupas apraksts un profesionālās darbības pamatuzdevumi atbilst 512 mazajai grupai.","512"
"5120 01","Vecākais PAVĀRS","","5120"
"5120 02","PAVĀRS","","5120"
"5120 03","Kuģa PAVĀRS","","5120"
"5120 04","Restorānu pakalpojumu SPECIĀLISTS","","5120"
"5120 05","Ēdināšanas pakalpojumu SPECIĀLISTS","","5120"
"5120 06","Zāles ADMINISTRATORS","","5120"
"513","Viesmīļi un bārmeņi"," PROFESIJU MAZĀ GRUPA""513 Viesmīļi un bārmeņi""Mazās grupas ""513 Viesmīļi un bārmeņi"" profesijās nodarbinātie klāj galdus, pasniedz ēdienus un dzērienus restorānos, ēdnīcās un citās iestādēs, komercsabiedrībās, ārstniecības iestādēs, restorānvagonos, klubos, kā arī privātās mājās, kuģos, pasažieru vilcienos un citur.Mazās grupas ""513 Viesmīļi un bārmeņi"" profesijas klasificētas šādās atsevišķajās grupās:atsevišķā grupa ""5131 Viesmīļi"";atsevišķā grupa ""5132 Bārmeņi"".Mazās grupas ""513 Viesmīļi un bārmeņi"" un minēto atsevišķo grupu profesijām atbilstošās kvalifikācijas pamatprasības:zina: uzdotā darba izpildes teorētiskos un praktiskos pamatus, profesionālās darbības metodes un paņēmienus, darbā izmantojamo tehnisko līdzekļu darbības principus un lietošanas noteikumus, savstarpēji saistīto darba procesu izpildes secību, to racionālu organizāciju, darba režīmus, pārtikas produktu un citu preču cenas un glabāšanas termiņus, nozares terminoloģiju, ar nozari saistītos tiesību aktus un standartus, higiēnas, darba un vides aizsardzības normatīvo aktu prasības, darba tiesisko attiecību normas, profesionālās ētikas pamatprincipus un uzvedības normas;prot: lietot praksē teorētiskās zināšanas un tās nepārtraukti papildināt, izmantot informācijas tehnoloģijas, pašizglītoties, pilnveidot profesionālās prasmes un iemaņas;atbild: par savas profesionālās darbības rezultātiem, par paša pieņemtajiem lēmumiem, par uzticētajiem darba līdzekļiem un priekšmetiem, par citu savā darbībā skarto personu drošību, par darba aizsardzības instrukciju un darba disciplīnas ievērošanu;izglītība: pamata, vidējā vai vidējās pakāpes profesionālā izglītība.","51"
"5131","Viesmīļi","PROFESIJU ATSEVIŠĶĀ GRUPA""5131 Viesmīļi""Atsevišķās grupas ""5131 Viesmīļi"" profesijās nodarbinātie piedāvā un pasniedz ēdienus un dzērienus sabiedriskās ēdināšanas iestādēs vai klubos, ārstniecības iestādēs, uz kuģiem, vilcienos un citur.Atsevišķās grupas ""5131 Viesmīļi"" profesijas un atbilstoši pamatuzdevumi:– plānot, organizēt un veikt kvalitatīvus viesu uzņemšanas un apkalpošanas darba procesus viesmīlības uzņēmumos atbilstoši viesu un uzņēmuma interesēm; organizēt vietējās tūrisma aktivitātes; apkalpot viesus, ievērojot to vēlmes un apkalpošanas procesus; klāt galdus ikdienā un raksturot galda klājumus svētku gadījumos; pasniegt ēdienus un dzērienus; konsultēt par pārtikas un dzērienu izvēli; kopt aprīkojumu; orientēties noliktavu saimniecībā; raksturot ražošanas uzskaiti; izsniegt rēķinus un pieņemt samaksu; strādāt ar kases aparātu; veikt uzkopšanas darbus; nodrošināt ēdināšanas uzņēmumus, viesnīcas, vīna veikalus un citus uzņēmumus ar alkoholisko dzērienu sortimentu; organizēt alkoholisko dzērienu rotāciju, kalkulāciju, uzskaiti, pasūtīšanu un pārdošanu; izstrādāt un izveidot vīna un alkoholisko dzērienu kartes; strādāt tiešā kontaktā ar klientiem, organizējot un pasniedzot vīnu un citus alkoholiskos dzērienus atbilstoši to pasniegšanas standartiem; ieteikt vīnu un citus alkoholiskos dzērienus pie klientu izvēlētajiem ēdieniem.","513"
